,V1,V2,V3,V4,pstar
1823,LIHC,Class-switched memory B cell_XCELL,0.211,4.17872789409548e-05,***
1824,LIHC,Common lymphoid progenitor_XCELL,0.542,9.27123048044145e-30,***
1825,LIHC,Common myeloid progenitor_XCELL,-0.165,0.00145731839224367,**
1826,LIHC,Myeloid dendritic cell_XCELL,0.043,0.404048449537935,
1827,LIHC,Endothelial cell_XCELL,-0.408,2.59940048469871e-16,***
1828,LIHC,Eosinophil_XCELL,-0.044,0.39616281124715,
1829,LIHC,Granulocyte-monocyte progenitor_XCELL,-0.281,3.74595787208538e-08,***
1830,LIHC,Hematopoietic stem cell_XCELL,-0.367,2.83117740960828e-13,***
1831,LIHC,Macrophage_XCELL,-0.127,0.0143578002726378,*
1832,LIHC,Macrophage M1_XCELL,0.016,0.754603426455969,
1833,LIHC,Macrophage M2_XCELL,-0.432,2.81744696332188e-18,***
1834,LIHC,Mast cell_XCELL,0.184,0.000379034208980198,***
1835,LIHC,B cell memory_XCELL,0.122,0.0186266704294917,*
1836,LIHC,Monocyte_XCELL,0.054,0.301488551832978,
1837,LIHC,B cell naive_XCELL,0.164,0.00150426222314502,**
1838,LIHC,Neutrophil_XCELL,0.045,0.382196244492156,
1839,LIHC,NK cell_XCELL,0.064,0.220203995069127,
1840,LIHC,T cell NK_XCELL,0.131,0.0116090254903399,*
1841,LIHC,Plasmacytoid dendritic cell_XCELL,0.004,0.937095529510928,
1842,LIHC,B cell plasma_XCELL,-0.117,0.0242556052894029,*
1843,LIHC,T cell gamma delta_XCELL,0.108,0.0380186261282679,*
1844,LIHC,T cell CD4+ Th1_XCELL,0.112,0.0305266443522963,*
1845,LIHC,T cell CD4+ Th2_XCELL,0.439,6.27551969330166e-19,***
1846,LIHC,T cell regulatory (Tregs)_XCELL,-0.026,0.616617238127356,
1847,LIHC,immune score_XCELL,0.091,0.0815140571663421,
1848,LIHC,stroma score_XCELL,-0.432,2.79083809280524e-18,***
1849,LIHC,microenvironment score_XCELL,-0.152,0.00325202719223647,**
1850,LIHC,B cell_EPIC,-0.041,0.435327670552776,
1851,LIHC,T cell CD4+_EPIC,-0.031,0.552603515690849,
1852,LIHC,T cell CD8+_EPIC,-0.135,0.0089931348729202,**
1853,LIHC,Endothelial cell_EPIC,-0.075,0.149269993700291,
1854,LIHC,Macrophage_EPIC,-0.523,1.72198008916632e-27,***
1855,LIHC,NK cell_EPIC,-0.049,0.34313747243102,
1856,LIHC,uncharacterized cell_EPIC,0.538,3.11908794178825e-29,***
1857,LUAD,B cell_TIMER,-0.262,1.72199393864787e-09,***
1858,LUAD,T cell CD4+_TIMER,-0.341,2.13729165658236e-15,***
1859,LUAD,T cell CD8+_TIMER,-0.049,0.273138730477447,
1860,LUAD,Neutrophil_TIMER,-0.046,0.299184447813121,
1861,LUAD,Macrophage_TIMER,-0.151,0.000603884056536138,***
1862,LUAD,Myeloid dendritic cell_TIMER,-0.219,5.62559320423696e-07,***
1863,LUAD,B cell naive_CIBERSORT,0.047,0.28845879790628,
1864,LUAD,B cell memory_CIBERSORT,-0.268,7.52693772109479e-10,***
1865,LUAD,B cell plasma_CIBERSORT,-0.021,0.633958390341664,
1866,LUAD,T cell CD8+_CIBERSORT,0.029,0.512571823500402,
1867,LUAD,T cell CD4+ naive_CIBERSORT,0.037,0.404481525457733,
1868,LUAD,T cell CD4+ memory resting_CIBERSORT,-0.074,0.0923901641414299,
1869,LUAD,T cell CD4+ memory activated_CIBERSORT,0.165,0.000169160056365319,***
1870,LUAD,T cell follicular helper_CIBERSORT,0.027,0.545685330643938,
1871,LUAD,T cell regulatory (Tregs)_CIBERSORT,-0.133,0.00257395180844014,**
1872,LUAD,T cell gamma delta_CIBERSORT,0.083,0.0615436114332215,
1873,LUAD,NK cell resting_CIBERSORT,0.09,0.0418907336114107,*
1874,LUAD,NK cell activated_CIBERSORT,0.07,0.115814471351863,
1875,LUAD,Monocyte_CIBERSORT,-0.106,0.0162584495050405,*
1876,LUAD,Macrophage M0_CIBERSORT,0.005,0.912763023811887,
1877,LUAD,Macrophage M1_CIBERSORT,0.145,0.00099366598433993,***
1878,LUAD,Macrophage M2_CIBERSORT,0.048,0.276906966988159,
1879,LUAD,Myeloid dendritic cell resting_CIBERSORT,-0.015,0.740723467352568,
1880,LUAD,Myeloid dendritic cell activated_CIBERSORT,0.121,0.00623005697607829,**
1881,LUAD,Mast cell activated_CIBERSORT,-0.2,5.20633467228434e-06,***
1882,LUAD,Mast cell resting_CIBERSORT,0.165,0.000174710477090415,***
1883,LUAD,Eosinophil_CIBERSORT,-0.005,0.917807972088741,
1884,LUAD,Neutrophil_CIBERSORT,0.037,0.401146228136141,
1885,LUAD,B cell naive_CIBERSORT-ABS,-0.072,0.102333856307848,
1886,LUAD,B cell memory_CIBERSORT-ABS,-0.257,3.86777340514048e-09,***
1887,LUAD,B cell plasma_CIBERSORT-ABS,-0.18,4.38850553906361e-05,***
1888,LUAD,T cell CD8+_CIBERSORT-ABS,-0.14,0.00154406078501381,**
1889,LUAD,T cell CD4+ naive_CIBERSORT-ABS,0.037,0.404481525457733,
1890,LUAD,T cell CD4+ memory resting_CIBERSORT-ABS,-0.167,0.000147622142041791,***
1891,LUAD,T cell CD4+ memory activated_CIBERSORT-ABS,0.103,0.0199067796581176,*
1892,LUAD,T cell follicular helper_CIBERSORT-ABS,-0.138,0.00174343867486787,**
1893,LUAD,T cell regulatory (Tregs)_CIBERSORT-ABS,-0.192,1.16266734167516e-05,***
1894,LUAD,T cell gamma delta_CIBERSORT-ABS,0.033,0.462821919702819,
1895,LUAD,NK cell resting_CIBERSORT-ABS,-0.023,0.61079060372484,
1896,LUAD,NK cell activated_CIBERSORT-ABS,-0.094,0.0341449604904936,*
1897,LUAD,Monocyte_CIBERSORT-ABS,-0.142,0.0012659763825209,**
1898,LUAD,Macrophage M0_CIBERSORT-ABS,-0.129,0.00343398758957896,**
1899,LUAD,Macrophage M1_CIBERSORT-ABS,0.002,0.9639439567736,
1900,LUAD,Macrophage M2_CIBERSORT-ABS,-0.132,0.00274763499336119,**
1901,LUAD,Myeloid dendritic cell resting_CIBERSORT-ABS,-0.063,0.15172612332975,
1902,LUAD,Myeloid dendritic cell activated_CIBERSORT-ABS,0.071,0.110158969442387,
1903,LUAD,Mast cell activated_CIBERSORT-ABS,-0.268,7.48697314202639e-10,***
1904,LUAD,Mast cell resting_CIBERSORT-ABS,0.088,0.0473292230904496,*
1905,LUAD,Eosinophil_CIBERSORT-ABS,0.009,0.84558229780089,
1906,LUAD,Neutrophil_CIBERSORT-ABS,-0.017,0.703147811532711,
1907,LUAD,B cell_QUANTISEQ,-0.273,3.20379156357322e-10,***
1908,LUAD,Macrophage M1_QUANTISEQ,0.038,0.389023661329622,
1909,LUAD,Macrophage M2_QUANTISEQ,-0.307,1.27817455505767e-12,***
1910,LUAD,Monocyte_QUANTISEQ,0.11,0.0128902159617845,*
1911,LUAD,Neutrophil_QUANTISEQ,-0.003,0.938507663204748,
1912,LUAD,NK cell_QUANTISEQ,-0.117,0.0081991861414152,**
1913,LUAD,T cell CD4+ (non-regulatory)_QUANTISEQ,-0.073,0.100025258800491,
1914,LUAD,T cell CD8+_QUANTISEQ,-0.05,0.26024438565045,
1915,LUAD,T cell regulatory (Tregs)_QUANTISEQ,-0.212,1.23802198318869e-06,***
1916,LUAD,Myeloid dendritic cell_QUANTISEQ,0.167,0.000146189348445201,***
1917,LUAD,uncharacterized cell_QUANTISEQ,0.125,0.00457015886579136,**
1918,LUAD,T cell_MCPCOUNTER,-0.198,6.70350297618756e-06,***
1919,LUAD,T cell CD8+_MCPCOUNTER,-0.012,0.785234032843108,
1920,LUAD,cytotoxicity score_MCPCOUNTER,0.027,0.534859240882104,
1921,LUAD,NK cell_MCPCOUNTER,0.017,0.698524824168072,
1922,LUAD,B cell_MCPCOUNTER,-0.296,7.67791208446907e-12,***
1923,LUAD,Monocyte_MCPCOUNTER,-0.028,0.527621419945953,
1924,LUAD,Macrophage/Monocyte_MCPCOUNTER,-0.028,0.527621419945953,
1925,LUAD,Myeloid dendritic cell_MCPCOUNTER,-0.115,0.00914589021742013,**
1926,LUAD,Neutrophil_MCPCOUNTER,-0.076,0.0871251239613608,
1927,LUAD,Endothelial cell_MCPCOUNTER,-0.271,4.89472657634335e-10,***
1928,LUAD,Myeloid dendritic cell activated_XCELL,-0.177,5.84324888007601e-05,***
1929,LUAD,B cell_XCELL,-0.231,1.25427990866391e-07,***
1930,LUAD,T cell CD4+ memory_XCELL,0.106,0.01600145558146,*
1931,LUAD,T cell CD4+ naive_XCELL,-0.227,2.20204796941131e-07,***
1932,LUAD,T cell CD4+ (non-regulatory)_XCELL,0.026,0.553656384958176,
1933,LUAD,T cell CD4+ central memory_XCELL,-0.272,3.61803996010686e-10,***
1934,LUAD,T cell CD4+ effector memory_XCELL,-0.223,3.58644022714977e-07,***
1935,LUAD,T cell CD8+ naive_XCELL,0.245,1.87258970791156e-08,***
1936,LUAD,T cell CD8+_XCELL,-0.104,0.0186863421129335,*
1937,LUAD,T cell CD8+ central memory_XCELL,-0.095,0.0318881096133934,*
1938,LUAD,T cell CD8+ effector memory_XCELL,-0.09,0.0417170973228465,*
1939,LUAD,Class-switched memory B cell_XCELL,-0.297,7.09819557949809e-12,***
1940,LUAD,Common lymphoid progenitor_XCELL,0.481,5.66802278297878e-31,***
1941,LUAD,Common myeloid progenitor_XCELL,-0.255,4.8897324128578e-09,***
1942,LUAD,Myeloid dendritic cell_XCELL,-0.238,4.858924763231e-08,***
1943,LUAD,Endothelial cell_XCELL,-0.296,7.86153897385616e-12,***
1944,LUAD,Eosinophil_XCELL,-0.326,3.55692025095369e-14,***
1945,LUAD,Granulocyte-monocyte progenitor_XCELL,-0.048,0.277751405103647,
1946,LUAD,Hematopoietic stem cell_XCELL,-0.408,5.91830715707719e-22,***
1947,LUAD,Macrophage_XCELL,-0.161,0.000259567980481521,***
1948,LUAD,Macrophage M1_XCELL,-0.064,0.150104460833412,
1949,LUAD,Macrophage M2_XCELL,-0.319,1.44863761637003e-13,***
1950,LUAD,Mast cell_XCELL,-0.218,6.72637499261047e-07,***
1951,LUAD,B cell memory_XCELL,-0.198,6.50611011912478e-06,***
1952,LUAD,Monocyte_XCELL,-0.171,0.000104276586797467,***
1953,LUAD,B cell naive_XCELL,-0.088,0.0475455745464853,*
1954,LUAD,Neutrophil_XCELL,-0.049,0.270357689675556,
1955,LUAD,NK cell_XCELL,0.039,0.377567415574508,
1956,LUAD,T cell NK_XCELL,-0.12,0.00645813108874332,**
1957,LUAD,Plasmacytoid dendritic cell_XCELL,-0.037,0.407090671919588,
1958,LUAD,B cell plasma_XCELL,-0.158,0.000327309402037582,***
1959,LUAD,T cell gamma delta_XCELL,-0.025,0.577062387698193,
1960,LUAD,T cell CD4+ Th1_XCELL,0.139,0.00163538572520968,**
1961,LUAD,T cell CD4+ Th2_XCELL,0.419,3.31743758371575e-23,***
1962,LUAD,T cell regulatory (Tregs)_XCELL,-0.053,0.232011881987271,
1963,LUAD,immune score_XCELL,-0.271,4.89241214390677e-10,***
1964,LUAD,stroma score_XCELL,-0.359,4.85120397128999e-17,***
1965,LUAD,microenvironment score_XCELL,-0.34,2.78214310576717e-15,***
1966,LUAD,B cell_EPIC,-0.302,3.16721724552754e-12,***
1967,LUAD,T cell CD4+_EPIC,-0.223,3.27447065757869e-07,***
1968,LUAD,T cell CD8+_EPIC,-0.16,0.000268629881492279,***
1969,LUAD,Endothelial cell_EPIC,-0.326,3.95113484249702e-14,***
1970,LUAD,Macrophage_EPIC,-0.172,8.76912175350472e-05,***
1971,LUAD,NK cell_EPIC,0.031,0.488860969450747,
1972,LUAD,uncharacterized cell_EPIC,0.223,3.5200369502505e-07,***
1973,LUSC,B cell_TIMER,-0.154,0.000555810641713359,***
1974,LUSC,T cell CD4+_TIMER,-0.194,1.20592482422852e-05,***
1975,LUSC,T cell CD8+_TIMER,-0.074,0.100223064859626,
1976,LUSC,Neutrophil_TIMER,-0.157,0.000437118305140119,***
1977,LUSC,Macrophage_TIMER,-0.253,8.73216477741047e-09,***
1978,LUSC,Myeloid dendritic cell_TIMER,-0.226,3.03402295872149e-07,***
1979,LUSC,B cell naive_CIBERSORT,0.036,0.417753066046898,
1980,LUSC,B cell memory_CIBERSORT,-0.15,0.000755103476193105,***
1981,LUSC,B cell plasma_CIBERSORT,-0.108,0.0159224567701822,*
1982,LUSC,T cell CD8+_CIBERSORT,0.051,0.250442499453165,
1983,LUSC,T cell CD4+ naive_CIBERSORT,0.101,0.0235832826268139,*
1984,LUSC,T cell CD4+ memory resting_CIBERSORT,-0.135,0.00243509017217356,**
1985,LUSC,T cell CD4+ memory activated_CIBERSORT,0.143,0.00135514163616498,**
1986,LUSC,T cell follicular helper_CIBERSORT,0.162,0.000269437964920592,***
1987,LUSC,T cell regulatory (Tregs)_CIBERSORT,-0.069,0.123541867098691,
1988,LUSC,T cell gamma delta_CIBERSORT,0.145,0.00117996509062097,**
1989,LUSC,NK cell resting_CIBERSORT,0.031,0.485310274786793,
1990,LUSC,NK cell activated_CIBERSORT,0.103,0.0206973874467512,*
1991,LUSC,Monocyte_CIBERSORT,-0.089,0.0458061365796018,*
1992,LUSC,Macrophage M0_CIBERSORT,0.032,0.474615044562169,
1993,LUSC,Macrophage M1_CIBERSORT,0.143,0.00136559332094548,**
1994,LUSC,Macrophage M2_CIBERSORT,-0.085,0.0566910472377421,
1995,LUSC,Myeloid dendritic cell resting_CIBERSORT,0.039,0.3834337519704,
1996,LUSC,Myeloid dendritic cell activated_CIBERSORT,0.039,0.37857157720636,
1997,LUSC,Mast cell activated_CIBERSORT,-0.106,0.017510283587276,*
1998,LUSC,Mast cell resting_CIBERSORT,0.087,0.0504618155827883,
1999,LUSC,Eosinophil_CIBERSORT,0.026,0.554660736012083,
2000,LUSC,Neutrophil_CIBERSORT,-0.079,0.0791548935958917,
2001,LUSC,B cell naive_CIBERSORT-ABS,-0.068,0.128785248368999,
2002,LUSC,B cell memory_CIBERSORT-ABS,-0.166,0.000186120117289138,***
2003,LUSC,B cell plasma_CIBERSORT-ABS,-0.284,9.4359574588777e-11,***
2004,LUSC,T cell CD8+_CIBERSORT-ABS,-0.088,0.0479705020933152,*
2005,LUSC,T cell CD4+ naive_CIBERSORT-ABS,0.077,0.0859100229580501,
2006,LUSC,T cell CD4+ memory resting_CIBERSORT-ABS,-0.229,2.13679398477861e-07,***
2007,LUSC,T cell CD4+ memory activated_CIBERSORT-ABS,0.085,0.0579491618688691,
2008,LUSC,T cell follicular helper_CIBERSORT-ABS,-0.014,0.753994658274711,
2009,LUSC,T cell regulatory (Tregs)_CIBERSORT-ABS,-0.135,0.0024755686989339,**
2010,LUSC,T cell gamma delta_CIBERSORT-ABS,0.106,0.0177972334331152,*
2011,LUSC,NK cell resting_CIBERSORT-ABS,-0.049,0.278043343300445,
2012,LUSC,NK cell activated_CIBERSORT-ABS,0.001,0.97556210611075,
2013,LUSC,Monocyte_CIBERSORT-ABS,-0.168,0.000164416623783582,***
2014,LUSC,Macrophage M0_CIBERSORT-ABS,-0.1,0.0257603503568639,*
2015,LUSC,Macrophage M1_CIBERSORT-ABS,-0.015,0.732934937818776,
2016,LUSC,Macrophage M2_CIBERSORT-ABS,-0.261,3.01707820602293e-09,***
2017,LUSC,Myeloid dendritic cell resting_CIBERSORT-ABS,-0.022,0.626223365466195,
2018,LUSC,Myeloid dendritic cell activated_CIBERSORT-ABS,-0.048,0.279765674322003,
2019,LUSC,Mast cell activated_CIBERSORT-ABS,-0.189,2.16271074212153e-05,***
2020,LUSC,Mast cell resting_CIBERSORT-ABS,0.028,0.535083246444995,
2021,LUSC,Eosinophil_CIBERSORT-ABS,0,0.991959260400187,
2022,LUSC,Neutrophil_CIBERSORT-ABS,-0.114,0.0107385646802738,*
2023,LUSC,B cell_QUANTISEQ,-0.126,0.00462883586511486,**
2024,LUSC,Macrophage M1_QUANTISEQ,-0.13,0.00352747716680804,**
2025,LUSC,Macrophage M2_QUANTISEQ,-0.262,2.51810894598569e-09,***
2026,LUSC,Monocyte_QUANTISEQ,0.128,0.00420183589210377,**
2027,LUSC,Neutrophil_QUANTISEQ,-0.029,0.511189198192051,
2028,LUSC,NK cell_QUANTISEQ,0.054,0.227997003494522,
2029,LUSC,T cell CD4+ (non-regulatory)_QUANTISEQ,0.029,0.523504349174193,
2030,LUSC,T cell CD8+_QUANTISEQ,0.047,0.296732193591565,
2031,LUSC,T cell regulatory (Tregs)_QUANTISEQ,-0.346,1.63223986958073e-15,***
2032,LUSC,Myeloid dendritic cell_QUANTISEQ,0.028,0.533455637486504,
2033,LUSC,uncharacterized cell_QUANTISEQ,0.185,3.17006465254633e-05,***
2034,LUSC,T cell_MCPCOUNTER,-0.109,0.0147611641350918,*
2035,LUSC,T cell CD8+_MCPCOUNTER,0.1,0.0246722639258305,*
2036,LUSC,cytotoxicity score_MCPCOUNTER,0.103,0.0207185481781298,*
2037,LUSC,NK cell_MCPCOUNTER,-0.11,0.0134567574914106,*
2038,LUSC,B cell_MCPCOUNTER,-0.173,9.79298019508421e-05,***
2039,LUSC,Monocyte_MCPCOUNTER,-0.142,0.00141207825792547,**
2040,LUSC,Macrophage/Monocyte_MCPCOUNTER,-0.142,0.00141207825792547,**
2041,LUSC,Myeloid dendritic cell_MCPCOUNTER,-0.135,0.00249274423961608,**
2042,LUSC,Neutrophil_MCPCOUNTER,-0.023,0.612934738077052,
2043,LUSC,Endothelial cell_MCPCOUNTER,-0.256,6.28286805720873e-09,***
2044,LUSC,Myeloid dendritic cell activated_XCELL,-0.134,0.00260338899882651,**
2045,LUSC,B cell_XCELL,-0.207,2.89866810045923e-06,***
2046,LUSC,T cell CD4+ memory_XCELL,0.024,0.589756525253436,
2047,LUSC,T cell CD4+ naive_XCELL,-0.14,0.00171975118501896,**
2048,LUSC,T cell CD4+ (non-regulatory)_XCELL,-0.047,0.297235194697895,
2049,LUSC,T cell CD4+ central memory_XCELL,-0.146,0.00108815341602761,**
2050,LUSC,T cell CD4+ effector memory_XCELL,-0.261,2.83961376080093e-09,***
2051,LUSC,T cell CD8+ naive_XCELL,0.199,7.51293892753432e-06,***
2052,LUSC,T cell CD8+_XCELL,-0.06,0.178768891490056,
2053,LUSC,T cell CD8+ central memory_XCELL,-0.113,0.0116527135586256,*
2054,LUSC,T cell CD8+ effector memory_XCELL,-0.047,0.298246799682284,
2055,LUSC,Class-switched memory B cell_XCELL,-0.156,0.000440451735291658,***
2056,LUSC,Common lymphoid progenitor_XCELL,0.273,4.90476662820867e-10,***
2057,LUSC,Common myeloid progenitor_XCELL,-0.184,3.55915173349634e-05,***
2058,LUSC,Myeloid dendritic cell_XCELL,-0.211,1.9736425292537e-06,***
2059,LUSC,Endothelial cell_XCELL,-0.271,6.57073079252591e-10,***
2060,LUSC,Eosinophil_XCELL,-0.213,1.49293646716119e-06,***
2061,LUSC,Granulocyte-monocyte progenitor_XCELL,-0.086,0.0533194809190742,
2062,LUSC,Hematopoietic stem cell_XCELL,-0.284,1.00122149359975e-10,***
2063,LUSC,Macrophage_XCELL,-0.214,1.35598078027837e-06,***
2064,LUSC,Macrophage M1_XCELL,-0.199,6.84693992100937e-06,***
2065,LUSC,Macrophage M2_XCELL,-0.3,6.60560929203741e-12,***
2066,LUSC,Mast cell_XCELL,-0.188,2.26018822813761e-05,***
2067,LUSC,B cell memory_XCELL,-0.202,5.04281430000461e-06,***
2068,LUSC,Monocyte_XCELL,-0.217,8.87521533713186e-07,***
2069,LUSC,B cell naive_XCELL,-0.069,0.124471248132318,
2070,LUSC,Neutrophil_XCELL,-0.022,0.629476067237263,
2071,LUSC,NK cell_XCELL,0.053,0.233423728177599,
2072,LUSC,T cell NK_XCELL,-0.099,0.0269250666696073,*
2073,LUSC,Plasmacytoid dendritic cell_XCELL,-0.053,0.238915707691349,
2074,LUSC,B cell plasma_XCELL,-0.241,4.55706223763813e-08,***
2075,LUSC,T cell gamma delta_XCELL,0.022,0.619966057532398,
2076,LUSC,T cell CD4+ Th1_XCELL,0.067,0.135170269588157,
2077,LUSC,T cell CD4+ Th2_XCELL,0.324,1.02753814039587e-13,***
2078,LUSC,T cell regulatory (Tregs)_XCELL,-0.027,0.543105675685254,
2079,LUSC,immune score_XCELL,-0.244,3.14600912929889e-08,***
2080,LUSC,stroma score_XCELL,-0.277,2.8120594501539e-10,***
2081,LUSC,microenvironment score_XCELL,-0.274,4.57851564338237e-10,***
2082,LUSC,B cell_EPIC,-0.212,1.71747754831014e-06,***
2083,LUSC,T cell CD4+_EPIC,-0.157,0.000419873098167085,***
2084,LUSC,T cell CD8+_EPIC,0.139,0.00185699288845043,**
2085,LUSC,Endothelial cell_EPIC,-0.289,4.61788832865897e-11,***
2086,LUSC,Macrophage_EPIC,-0.155,0.000519617002745169,***
2087,LUSC,NK cell_EPIC,-0.024,0.593925676215178,
2088,LUSC,uncharacterized cell_EPIC,0.28,1.90501622014299e-10,***
2089,MESO,B cell_TIMER,0.082,0.450267242690354,
2090,MESO,T cell CD4+_TIMER,-0.134,0.219070240853648,
2091,MESO,T cell CD8+_TIMER,-0.042,0.703549131452899,
2092,MESO,Neutrophil_TIMER,-0.261,0.0153762061137505,*
2093,MESO,Macrophage_TIMER,0.183,0.0921212422367172,
2094,MESO,Myeloid dendritic cell_TIMER,-0.019,0.860706367175265,
2095,MESO,B cell naive_CIBERSORT,-0.112,0.305874541946706,
2096,MESO,B cell memory_CIBERSORT,-0.095,0.385467993165632,
2097,MESO,B cell plasma_CIBERSORT,0.02,0.85221808553679,
2098,MESO,T cell CD8+_CIBERSORT,-0.138,0.204857145445222,
2099,MESO,T cell CD4+ naive_CIBERSORT,-0.057,0.601145582394703,
2100,MESO,T cell CD4+ memory resting_CIBERSORT,0.088,0.420334969565351,
2101,MESO,T cell CD4+ memory activated_CIBERSORT,-0.097,0.373386239795614,
2102,MESO,T cell follicular helper_CIBERSORT,-0.07,0.519379265597819,
2103,MESO,T cell regulatory (Tregs)_CIBERSORT,-0.047,0.667749248423639,
2104,MESO,T cell gamma delta_CIBERSORT,-0.073,0.504627534328817,
2105,MESO,NK cell resting_CIBERSORT,0.013,0.90577340675598,
2106,MESO,NK cell activated_CIBERSORT,-0.15,0.168871742749858,
2107,MESO,Monocyte_CIBERSORT,0.016,0.88594895001138,
2108,MESO,Macrophage M0_CIBERSORT,-0.032,0.766751674816816,
2109,MESO,Macrophage M1_CIBERSORT,0.002,0.9820312767717,
2110,MESO,Macrophage M2_CIBERSORT,0.346,0.00112102315574475,**
2111,MESO,Myeloid dendritic cell resting_CIBERSORT,-0.034,0.757858274513455,
2112,MESO,Myeloid dendritic cell activated_CIBERSORT,-0.396,0.000160089277127886,***
2113,MESO,Mast cell activated_CIBERSORT,0.197,0.0691016210343106,
2114,MESO,Mast cell resting_CIBERSORT,-0.277,0.00993932663280923,**
2115,MESO,Eosinophil_CIBERSORT,0.08,0.461392963279913,
2116,MESO,Neutrophil_CIBERSORT,0.021,0.849502856934722,
2117,MESO,B cell naive_CIBERSORT-ABS,-0.095,0.383207479160588,
2118,MESO,B cell memory_CIBERSORT-ABS,-0.09,0.407633053826002,
2119,MESO,B cell plasma_CIBERSORT-ABS,-0.026,0.811570158156499,
2120,MESO,T cell CD8+_CIBERSORT-ABS,-0.135,0.216384711339074,
2121,MESO,T cell CD4+ naive_CIBERSORT-ABS,-0.057,0.601145582394703,
2122,MESO,T cell CD4+ memory resting_CIBERSORT-ABS,0.03,0.782965711563609,
2123,MESO,T cell CD4+ memory activated_CIBERSORT-ABS,-0.083,0.449416130609228,
2124,MESO,T cell follicular helper_CIBERSORT-ABS,-0.14,0.199633609033455,
2125,MESO,T cell regulatory (Tregs)_CIBERSORT-ABS,0.016,0.886906315951838,
2126,MESO,T cell gamma delta_CIBERSORT-ABS,-0.103,0.344125352168464,
2127,MESO,NK cell resting_CIBERSORT-ABS,0.032,0.768629618435843,
2128,MESO,NK cell activated_CIBERSORT-ABS,-0.157,0.148060341679219,
2129,MESO,Monocyte_CIBERSORT-ABS,0.039,0.72302452644539,
2130,MESO,Macrophage M0_CIBERSORT-ABS,-0.031,0.779359503754544,
2131,MESO,Macrophage M1_CIBERSORT-ABS,-0.038,0.726432297138897,
2132,MESO,Macrophage M2_CIBERSORT-ABS,0.157,0.148921061300819,
2133,MESO,Myeloid dendritic cell resting_CIBERSORT-ABS,-0.059,0.592415910202582,
2134,MESO,Myeloid dendritic cell activated_CIBERSORT-ABS,-0.392,0.000189743697943495,***
2135,MESO,Mast cell activated_CIBERSORT-ABS,0.235,0.0297508789872694,*
2136,MESO,Mast cell resting_CIBERSORT-ABS,-0.343,0.00121158107582826,**
2137,MESO,Eosinophil_CIBERSORT-ABS,0.087,0.426065255330625,
2138,MESO,Neutrophil_CIBERSORT-ABS,-0.091,0.403208654971477,
2139,MESO,B cell_QUANTISEQ,-0.075,0.49184719472211,
2140,MESO,Macrophage M1_QUANTISEQ,-0.265,0.0138301107855987,*
2141,MESO,Macrophage M2_QUANTISEQ,0.074,0.500716068315739,
2142,MESO,Monocyte_QUANTISEQ,-0.08,0.464791864330088,
2143,MESO,Neutrophil_QUANTISEQ,0.05,0.650703940102821,
2144,MESO,NK cell_QUANTISEQ,0.055,0.616880906636107,
2145,MESO,T cell CD4+ (non-regulatory)_QUANTISEQ,0.068,0.536631011547071,
2146,MESO,T cell CD8+_QUANTISEQ,-0.152,0.162098397386395,
2147,MESO,T cell regulatory (Tregs)_QUANTISEQ,-0.033,0.762831901151426,
2148,MESO,Myeloid dendritic cell_QUANTISEQ,0.042,0.701342066501059,
2149,MESO,uncharacterized cell_QUANTISEQ,0.231,0.0327227568776371,*
2150,MESO,T cell_MCPCOUNTER,-0.172,0.112576277916483,
2151,MESO,T cell CD8+_MCPCOUNTER,-0.147,0.178003150899477,
2152,MESO,cytotoxicity score_MCPCOUNTER,-0.161,0.137428950074597,
2153,MESO,NK cell_MCPCOUNTER,-0.286,0.00753888728424925,**
2154,MESO,B cell_MCPCOUNTER,-0.111,0.31045091305965,
2155,MESO,Monocyte_MCPCOUNTER,0.051,0.63813410648869,
2156,MESO,Macrophage/Monocyte_MCPCOUNTER,0.051,0.63813410648869,
2157,MESO,Myeloid dendritic cell_MCPCOUNTER,-0.141,0.193920724308263,
2158,MESO,Neutrophil_MCPCOUNTER,-0.004,0.972056712107464,
2159,MESO,Endothelial cell_MCPCOUNTER,0.01,0.927724439901787,
2160,MESO,Myeloid dendritic cell activated_XCELL,-0.314,0.00328200957357983,**
2161,MESO,B cell_XCELL,-0.133,0.222063761092171,
2162,MESO,T cell CD4+ memory_XCELL,0.002,0.982353714287297,
2163,MESO,T cell CD4+ naive_XCELL,-0.133,0.221360886756659,
2164,MESO,T cell CD4+ (non-regulatory)_XCELL,0.032,0.770898368583855,
2165,MESO,T cell CD4+ central memory_XCELL,-0.322,0.0024673197256233,**
2166,MESO,T cell CD4+ effector memory_XCELL,-0.212,0.0503274036980827,
2167,MESO,T cell CD8+ naive_XCELL,-0.132,0.22597975705538,
2168,MESO,T cell CD8+_XCELL,-0.128,0.239308995941519,
2169,MESO,T cell CD8+ central memory_XCELL,-0.153,0.160345644747735,
2170,MESO,T cell CD8+ effector memory_XCELL,-0.128,0.241890826971481,
2171,MESO,Class-switched memory B cell_XCELL,-0.19,0.080187622687525,
2172,MESO,Common lymphoid progenitor_XCELL,0.306,0.00417723908830711,**
2173,MESO,Common myeloid progenitor_XCELL,-0.176,0.104590967850774,
2174,MESO,Myeloid dendritic cell_XCELL,-0.249,0.0205636086458868,*
2175,MESO,Endothelial cell_XCELL,-0.147,0.175659236953669,
2176,MESO,Eosinophil_XCELL,-0.351,0.000926765602385338,***
